orig.ident	nCount_RNA	nFeature_RNA	plate	Cell_type	Age	Age_Cell_type	pool	Pool_Cell_type	percent.mt	percent.ERCC
plate_092s_P2_S208_L005_R1_001.plate_092s_P2_S208_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	347004	4552	092s	CD49b-	Old	Old_CD49b-	092_1	092_1_CD49b-	0.878376041774734	0.223340364952565
plate_092s_P3_S216_L005_R1_001.plate_092s_P3_S216_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	164388	2821	092s	CD49b-	Old	Old_CD49b-	092_1	092_1_CD49b-	1.45266077815899	0.458670949217704
plate_092s_P4_S224_L005_R1_001.plate_092s_P4_S224_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	114087	6761	092s	CD49b+	Old	Old_CD49b+	092_1	092_1_CD49b+	2.02126447360348	0.223513634331694
plate_092s_P5_S232_L005_R1_001.plate_092s_P5_S232_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	582814	7928	092s	CD49b+	Old	Old_CD49b+	092_1	092_1_CD49b+	0.972866128816398	0.0875064771951257
plate_092s_P6_S240_L005_R1_001.plate_092s_P6_S240_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	172531	3847	092s	CD49b+	Old	Old_CD49b+	092_1	092_1_CD49b+	0.704221270380395	0.186633126800401
plate_092s_P11_S280_L005_R1_001.plate_092s_P11_S280_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	29766	2760	092s	CD49b-	Old	Old_CD49b-	092_2	092_2_CD49b-	1.48827521333065	0.312437008667607
plate_092s_P12_S288_L005_R1_001.plate_092s_P12_S288_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	9900	2461	092s	CD49b-	Old	Old_CD49b-	092_2	092_2_CD49b-	1.2020202020202	0.323232323232323
plate_092s_P13_S296_L005_R1_001.plate_092s_P13_S296_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	32399	3442	092s	CD49b-	Old	Old_CD49b-	092_2	092_2_CD49b-	2.06487854563412	0.398160437050526
plate_092s_P14_S304_L005_R1_001.plate_092s_P14_S304_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	17988	3718	092s	CD49b+	Old	Old_CD49b+	092_2	092_2_CD49b+	1.36757838559039	0.183455637091394
plate_092s_P15_S312_L005_R1_001.plate_092s_P15_S312_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	11998	2576	092s	CD49b+	Old	Old_CD49b+	092_2	092_2_CD49b+	2.95049174862477	0.391731955325888
plate_092s_P16_S320_L005_R1_001.plate_092s_P16_S320_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	3941	1562	092s	CD49b+	Old	Old_CD49b+	092_2	092_2_CD49b+	2.15681299162649	0.152245622938341
plate_092s_P22_S368_L005_R1_001.plate_092s_P22_S368_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	13943	3907	092s	GMP	Old	Old_GMP	092_1	092_1_GMP	1.45592770565875	0.0143441153266872
plate_092s_P23_S376_L005_R1_001.plate_092s_P23_S376_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	3002	1371	092s	empty	Old	Old_empty	092_2	092_2_empty	2.06528980679547	2.23184543637575
plate_092s_P24_S384_L005_R1_001.plate_092s_P24_S384_L005_R1_001_accepted_hits_sorted_rm_dup.bam	plate	3399	1534	092s	empty	Old	Old_empty	092_2	092_2_empty	1.70638423065608	0.0294204177699323
plate_093s_A1_S1_L006_R1_001.plate_093s_A1_S1_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	21629	3289	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.11156317906514	0.332886402515142
plate_093s_A2_S9_L006_R1_001.plate_093s_A2_S9_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	83068	4344	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	1.78889584436847	0.284104589011412
plate_093s_A3_S17_L006_R1_001.plate_093s_A3_S17_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	54275	2835	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	1.59557807461999	0.204514048825426
plate_093s_A4_S25_L006_R1_001.plate_093s_A4_S25_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	50866	3546	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.67369166044116	0.379428301812606
plate_093s_A5_S33_L006_R1_001.plate_093s_A5_S33_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	80871	4289	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	3.96310172991554	0.321499672317642
plate_093s_A6_S41_L006_R1_001.plate_093s_A6_S41_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	65035	5076	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.33720304451449	0.192204197739679
plate_093s_A11_S81_L006_R1_001.plate_093s_A11_S81_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	57826	4506	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.38128177636357	0.217895064503856
plate_093s_A12_S89_L006_R1_001.plate_093s_A12_S89_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	337877	5293	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.02618112508398	0.531554382216013
plate_093s_A13_S97_L006_R1_001.plate_093s_A13_S97_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	209316	3846	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	3.1516940893195	0.650690821532993
plate_093s_A14_S105_L006_R1_001.plate_093s_A14_S105_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	45485	4839	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	2.80092338133451	0.164889524018907
plate_093s_A15_S113_L006_R1_001.plate_093s_A15_S113_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	44854	4170	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	2.27850358942346	0.113702233914478
plate_093s_A16_S121_L006_R1_001.plate_093s_A16_S121_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	45792	3346	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.8256464011181	0.163784067085954
plate_093s_A21_S161_L006_R1_001.plate_093s_A21_S161_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	63150	4079	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	1.58036421219319	0.228028503562945
plate_093s_A23_S177_L006_R1_001.plate_093s_A23_S177_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	128290	4985	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	1.3812456154026	0.180060799750565
plate_093s_B1_S193_L006_R1_001.plate_093s_B1_S193_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	42605	3157	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.68278371083206	0.302781363689708
plate_093s_B2_S201_L006_R1_001.plate_093s_B2_S201_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	26915	3625	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.48876091398848	0.260078023407022
plate_093s_B3_S209_L006_R1_001.plate_093s_B3_S209_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	72536	3762	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	1.9893570089335	0.255045770376089
plate_093s_B4_S217_L006_R1_001.plate_093s_B4_S217_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	47744	3794	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.34584450402145	0.21154490616622
plate_093s_B5_S225_L006_R1_001.plate_093s_B5_S225_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	28495	4292	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	1.57220565011406	0.157922442533778
plate_093s_B6_S233_L006_R1_001.plate_093s_B6_S233_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	49475	3460	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	1.93431025770591	0.315310763011622
plate_093s_B11_S273_L006_R1_001.plate_093s_B11_S273_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	300270	6034	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	1.73443900489559	0.258434075998268
plate_093s_B12_S281_L006_R1_001.plate_093s_B12_S281_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	73051	3707	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	1.88635336956373	0.25050991772871
plate_093s_B13_S289_L006_R1_001.plate_093s_B13_S289_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	293871	3605	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.42759578182264	0.747266657819247
plate_093s_B14_S297_L006_R1_001.plate_093s_B14_S297_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	52467	4151	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	2.2395029256485	0.215373472849601
plate_093s_B15_S305_L006_R1_001.plate_093s_B15_S305_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	59734	4257	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	2.26671577326146	0.12053436903606
plate_093s_B16_S313_L006_R1_001.plate_093s_B16_S313_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	85633	3475	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.43636215010568	0.29778239697313
plate_093s_B21_S353_L006_R1_001.plate_093s_B21_S353_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	165181	5858	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	1.23924664458987	0.043588548319722
plate_093s_B23_S369_L006_R1_001.plate_093s_B23_S369_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	134152	4410	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	1.19565865585306	0.101377541892778
plate_093s_C1_S2_L006_R1_001.plate_093s_C1_S2_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	94350	4190	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.66878643349232	0.286168521462639
plate_093s_C2_S10_L006_R1_001.plate_093s_C2_S10_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	102487	4029	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	1.84413632948569	0.313210455960268
plate_093s_C3_S18_L006_R1_001.plate_093s_C3_S18_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	43703	2994	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.45292085211542	0.276868864837654
plate_093s_C4_S26_L006_R1_001.plate_093s_C4_S26_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	76578	4139	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	1.84125989187495	0.220690015409125
plate_093s_C5_S34_L006_R1_001.plate_093s_C5_S34_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	52097	4166	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.38401443461236	0.347428834673782
plate_093s_C6_S42_L006_R1_001.plate_093s_C6_S42_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	62460	4398	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.99391610630804	0.227345501120717
plate_093s_C11_S82_L006_R1_001.plate_093s_C11_S82_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	96620	4207	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.62678534464914	0.0144897536741875
plate_093s_C12_S90_L006_R1_001.plate_093s_C12_S90_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	294457	4038	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.70362056259488	0.952261280934058
plate_093s_C13_S98_L006_R1_001.plate_093s_C13_S98_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	291598	6200	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.10186626794422	0.26577685718009
plate_093s_C14_S106_L006_R1_001.plate_093s_C14_S106_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	136173	4797	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.4466891380817	0.221776710507957
plate_093s_C15_S114_L006_R1_001.plate_093s_C15_S114_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	62213	4029	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.73757896259624	0.173597158150226
plate_093s_C16_S122_L006_R1_001.plate_093s_C16_S122_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	99160	4453	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.12444534086325	0.155304558289633
plate_093s_C21_S162_L006_R1_001.plate_093s_C21_S162_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	84314	3975	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	1.55015774367246	0.32734777142586
plate_093s_C23_S178_L006_R1_001.plate_093s_C23_S178_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	164309	4782	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	1.1125379620106	0.0359079539160971
plate_093s_D1_S194_L006_R1_001.plate_093s_D1_S194_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	41772	3678	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.73388872929235	0.409365124964091
plate_093s_D2_S202_L006_R1_001.plate_093s_D2_S202_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	55099	3541	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.74052160656273	0.455543657779633
plate_093s_D3_S210_L006_R1_001.plate_093s_D3_S210_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	47492	3626	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.44462225216879	0.353743788427525
plate_093s_D4_S218_L006_R1_001.plate_093s_D4_S218_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	51964	4292	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.65376029558925	0.213609421907474
plate_093s_D5_S226_L006_R1_001.plate_093s_D5_S226_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	104174	5111	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.49294449670743	0.244782767293183
plate_093s_D6_S234_L006_R1_001.plate_093s_D6_S234_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	84358	5750	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	1.97136015552763	0.117356978591242
plate_093s_D11_S274_L006_R1_001.plate_093s_D11_S274_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	114185	5312	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.08170950650261	0.237334150720322
plate_093s_D12_S282_L006_R1_001.plate_093s_D12_S282_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	120533	4967	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.85730878680527	0.336837214704687
plate_093s_D13_S290_L006_R1_001.plate_093s_D13_S290_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	121963	5039	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.37039102022745	0.279592991317039
plate_093s_D14_S298_L006_R1_001.plate_093s_D14_S298_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	68161	3986	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	2.036355100424	0.209797391470196
plate_093s_D15_S306_L006_R1_001.plate_093s_D15_S306_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	41795	3344	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.57435099892332	0.0502452446464888
plate_093s_D16_S314_L006_R1_001.plate_093s_D16_S314_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	83951	4135	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.17925932984717	0.14532286691046
plate_093s_D21_S354_L006_R1_001.plate_093s_D21_S354_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	172799	5374	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	0.8929449823205	0.0978014919067819
plate_093s_D23_S370_L006_R1_001.plate_093s_D23_S370_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	111526	4190	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	2.03001990567222	0.184710291770529
plate_093s_E1_S3_L006_R1_001.plate_093s_E1_S3_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	61068	4065	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.42405187659658	0.496168205934368
plate_093s_E2_S11_L006_R1_001.plate_093s_E2_S11_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	69962	4414	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.7171893313513	0.277293387839113
plate_093s_E3_S19_L006_R1_001.plate_093s_E3_S19_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	31571	3119	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.63532989135599	0.278736815431884
plate_093s_E4_S27_L006_R1_001.plate_093s_E4_S27_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	92710	4534	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.74727645345702	0.253478589148959
plate_093s_E5_S35_L006_R1_001.plate_093s_E5_S35_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	34699	3783	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.55626963313064	0.207498775180841
plate_093s_E6_S43_L006_R1_001.plate_093s_E6_S43_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	67746	4387	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	1.96616774422106	0.27898326100434
plate_093s_E11_S83_L006_R1_001.plate_093s_E11_S83_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	45814	3690	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.04522635002401	0.14624350635177
plate_093s_E12_S91_L006_R1_001.plate_093s_E12_S91_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	232018	3327	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.79331775982898	0.862002086045048
plate_093s_E13_S99_L006_R1_001.plate_093s_E13_S99_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	43463	3482	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.077629247866	0.450958286358512
plate_093s_E14_S107_L006_R1_001.plate_093s_E14_S107_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	65957	3480	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.69807601922465	0.154646208893673
plate_093s_E15_S115_L006_R1_001.plate_093s_E15_S115_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	15504	2712	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.68988648090815	0.219298245614035
plate_093s_E16_S123_L006_R1_001.plate_093s_E16_S123_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	48010	3244	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.80795667569256	0.149968756509061
plate_093s_E21_S163_L006_R1_001.plate_093s_E21_S163_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	125847	4975	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	1.20861045555317	0.118397736934532
plate_093s_E23_S179_L006_R1_001.plate_093s_E23_S179_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	114340	4712	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	1.80076963442365	0.197656113346161
plate_093s_F1_S195_L006_R1_001.plate_093s_F1_S195_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	78810	5753	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.96523283847228	0.305798756502982
plate_093s_F2_S203_L006_R1_001.plate_093s_F2_S203_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	55084	4076	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.62689710260693	0.335850700747949
plate_093s_F3_S211_L006_R1_001.plate_093s_F3_S211_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	13659	2775	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	1.9254703858262	0.256241306098543
plate_093s_F4_S219_L006_R1_001.plate_093s_F4_S219_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	47871	3888	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.3563326439807	0.208894737941551
plate_093s_F5_S227_L006_R1_001.plate_093s_F5_S227_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	44532	3822	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	4.19922752178209	0.296416060361089
plate_093s_F6_S235_L006_R1_001.plate_093s_F6_S235_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	27733	4072	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	3.42912775393935	0.263224317599971
plate_093s_F11_S275_L006_R1_001.plate_093s_F11_S275_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	59581	3984	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.4269481881808	0.224903912321042
plate_093s_F12_S283_L006_R1_001.plate_093s_F12_S283_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	108110	4566	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	3.12922023864582	0.348718897419295
plate_093s_F13_S291_L006_R1_001.plate_093s_F13_S291_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	53496	3138	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.23194257514581	0.373859727830118
plate_093s_F14_S299_L006_R1_001.plate_093s_F14_S299_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	205403	3034	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	3.31932834476614	1.01556452437404
plate_093s_F15_S307_L006_R1_001.plate_093s_F15_S307_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	183771	5076	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	2.32245566493081	0.370025738555049
plate_093s_F16_S315_L006_R1_001.plate_093s_F16_S315_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	60954	4425	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	3.11874528332841	0.139449420874758
plate_093s_F21_S355_L006_R1_001.plate_093s_F21_S355_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	135644	4872	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	1.25180619857863	0.187254873050043
plate_093s_F23_S371_L006_R1_001.plate_093s_F23_S371_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	122840	4377	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	1.34646694887659	0.381797460110713
plate_093s_G1_S4_L006_R1_001.plate_093s_G1_S4_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	27110	3777	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.327185540391	0.346735521947621
plate_093s_G2_S12_L006_R1_001.plate_093s_G2_S12_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	38008	3854	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.28351925910335	0.415701957482635
plate_093s_G3_S20_L006_R1_001.plate_093s_G3_S20_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	34092	3810	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.62231608588525	0.38425437052681
plate_093s_G4_S28_L006_R1_001.plate_093s_G4_S28_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	54206	4275	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.47943032136664	0.186326236947939
plate_093s_G5_S36_L006_R1_001.plate_093s_G5_S36_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	33619	4524	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.62946548082929	0.154674440048782
plate_093s_G6_S44_L006_R1_001.plate_093s_G6_S44_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	40314	3813	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.29448826710324	0.334871260604257
plate_093s_G11_S84_L006_R1_001.plate_093s_G11_S84_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	71657	4395	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.20913518567621	0.14374031846156
plate_093s_G12_S92_L006_R1_001.plate_093s_G12_S92_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	120971	4572	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.0509047622984	0.160369014061221
plate_093s_G13_S100_L006_R1_001.plate_093s_G13_S100_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	44140	3369	093s	CD49b-	Old	Old_CD49b-	093_2	093_2_CD49b-	2.38106026280018	0.246941549614862
plate_093s_G14_S108_L006_R1_001.plate_093s_G14_S108_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	68524	3749	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.53814721849279	0.129881501371782
plate_093s_G15_S116_L006_R1_001.plate_093s_G15_S116_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	32569	3541	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.94970677638245	0.128956983634745
plate_093s_G16_S124_L006_R1_001.plate_093s_G16_S124_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	79961	3895	093s	CD49b+	Old	Old_CD49b+	093_2	093_2_CD49b+	1.61453708682983	0.128812796238166
plate_093s_G21_S164_L006_R1_001.plate_093s_G21_S164_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	133146	4470	093s	LMPP	Old	Old_LMPP	093_1	093_1_LMPP	1.23097952623436	0.240337674432578
plate_093s_G23_S180_L006_R1_001.plate_093s_G23_S180_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	144821	4954	093s	LMPP	Old	Old_LMPP	093_2	093_2_LMPP	1.1724818914384	0.165721822111434
plate_093s_H1_S196_L006_R1_001.plate_093s_H1_S196_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	33328	3537	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.72959673547768	0.360057609217475
plate_093s_H2_S204_L006_R1_001.plate_093s_H2_S204_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	45216	4141	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	3.11394196744515	0.201256192498231
plate_093s_H3_S212_L006_R1_001.plate_093s_H3_S212_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	22102	3550	093s	CD49b-	Old	Old_CD49b-	093_1	093_1_CD49b-	2.42964437607456	0.21265043887431
plate_093s_H4_S220_L006_R1_001.plate_093s_H4_S220_L006_R1_001_accepted_hits_sorted_rm_dup.bam	plate	7298	2212	093s	CD49b+	Old	Old_CD49b+	093_1	093_1_CD49b+	2.30200054809537	0.205535763222801
