	Cell_type	Age	HSCScore
plate_092s_O4_S32_L005_R1_001.plate_092s_O4_S32_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.18636091966142815
plate_092s_O5_S40_L005_R1_001.plate_092s_O5_S40_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.40331325913789046
plate_092s_O6_S48_L005_R1_001.plate_092s_O6_S48_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4892782260790401
plate_092s_P1_S200_L005_R1_001.plate_092s_P1_S200_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.44733891863172276
plate_092s_P2_S208_L005_R1_001.plate_092s_P2_S208_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.1986468050007985
plate_092s_P3_S216_L005_R1_001.plate_092s_P3_S216_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4498047315397225
plate_092s_P4_S224_L005_R1_001.plate_092s_P4_S224_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.05574026679648149
plate_092s_P5_S232_L005_R1_001.plate_092s_P5_S232_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.014609551487969955
plate_092s_P6_S240_L005_R1_001.plate_092s_P6_S240_L005_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.1984243830367559
plate_093s_A2_S9_L006_R1_001.plate_093s_A2_S9_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5202853096041599
plate_093s_A3_S17_L006_R1_001.plate_093s_A3_S17_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5818546768257589
plate_093s_A4_S25_L006_R1_001.plate_093s_A4_S25_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3606551883697935
plate_093s_A5_S33_L006_R1_001.plate_093s_A5_S33_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.5328231938863557
plate_093s_A6_S41_L006_R1_001.plate_093s_A6_S41_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.20565427421383115
plate_093s_A11_S81_L006_R1_001.plate_093s_A11_S81_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.38875854054159015
plate_093s_A12_S89_L006_R1_001.plate_093s_A12_S89_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3422043652753885
plate_093s_A13_S97_L006_R1_001.plate_093s_A13_S97_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3823211439216105
plate_093s_A21_S161_L006_R1_001.plate_093s_A21_S161_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.12088035802182921
plate_093s_A23_S177_L006_R1_001.plate_093s_A23_S177_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.13521670120791018
plate_093s_B3_S209_L006_R1_001.plate_093s_B3_S209_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.295293764404967
plate_093s_B11_S273_L006_R1_001.plate_093s_B11_S273_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.07782531673120995
plate_093s_B12_S281_L006_R1_001.plate_093s_B12_S281_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3551271116814771
plate_093s_B13_S289_L006_R1_001.plate_093s_B13_S289_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.303933849220481
plate_093s_B14_S297_L006_R1_001.plate_093s_B14_S297_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.39541150792528107
plate_093s_B15_S305_L006_R1_001.plate_093s_B15_S305_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.33247396717798994
plate_093s_B16_S313_L006_R1_001.plate_093s_B16_S313_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.32835173596903366
plate_093s_B21_S353_L006_R1_001.plate_093s_B21_S353_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.02753453153394818
plate_093s_B23_S369_L006_R1_001.plate_093s_B23_S369_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.20514956798279665
plate_093s_C1_S2_L006_R1_001.plate_093s_C1_S2_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5018836853372521
plate_093s_C2_S10_L006_R1_001.plate_093s_C2_S10_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4406860798053424
plate_093s_C4_S26_L006_R1_001.plate_093s_C4_S26_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.309000584477378
plate_093s_C5_S34_L006_R1_001.plate_093s_C5_S34_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3460007462643526
plate_093s_C6_S42_L006_R1_001.plate_093s_C6_S42_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4832327606203793
plate_093s_C11_S82_L006_R1_001.plate_093s_C11_S82_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.48702357331830454
plate_093s_C12_S90_L006_R1_001.plate_093s_C12_S90_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3774458539499232
plate_093s_C13_S98_L006_R1_001.plate_093s_C13_S98_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4624427142080068
plate_093s_C14_S106_L006_R1_001.plate_093s_C14_S106_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3240255078005731
plate_093s_C15_S114_L006_R1_001.plate_093s_C15_S114_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.2944835513001535
plate_093s_C16_S122_L006_R1_001.plate_093s_C16_S122_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.29961501094007725
plate_093s_C21_S162_L006_R1_001.plate_093s_C21_S162_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.3486023690994815
plate_093s_C23_S178_L006_R1_001.plate_093s_C23_S178_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.15417074668505626
plate_093s_D2_S202_L006_R1_001.plate_093s_D2_S202_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4873333702735169
plate_093s_D4_S218_L006_R1_001.plate_093s_D4_S218_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4800001151733397
plate_093s_D5_S226_L006_R1_001.plate_093s_D5_S226_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4927378457224873
plate_093s_D6_S234_L006_R1_001.plate_093s_D6_S234_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.012528284856409874
plate_093s_D11_S274_L006_R1_001.plate_093s_D11_S274_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.519287358340259
plate_093s_D12_S282_L006_R1_001.plate_093s_D12_S282_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.49497500566863667
plate_093s_D13_S290_L006_R1_001.plate_093s_D13_S290_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4990225155063684
plate_093s_D14_S298_L006_R1_001.plate_093s_D14_S298_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.2861806428736677
plate_093s_D16_S314_L006_R1_001.plate_093s_D16_S314_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.1728798708021851
plate_093s_D21_S354_L006_R1_001.plate_093s_D21_S354_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.06721666191324284
plate_093s_D23_S370_L006_R1_001.plate_093s_D23_S370_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.08489249435346947
plate_093s_E1_S3_L006_R1_001.plate_093s_E1_S3_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.49415973856355006
plate_093s_E2_S11_L006_R1_001.plate_093s_E2_S11_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.49990227615474264
plate_093s_E4_S27_L006_R1_001.plate_093s_E4_S27_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3830944769613035
plate_093s_E6_S43_L006_R1_001.plate_093s_E6_S43_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.352462759700666
plate_093s_E12_S91_L006_R1_001.plate_093s_E12_S91_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3880032371853814
plate_093s_E14_S107_L006_R1_001.plate_093s_E14_S107_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.43055887775489204
plate_093s_E21_S163_L006_R1_001.plate_093s_E21_S163_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.05314747242202898
plate_093s_E23_S179_L006_R1_001.plate_093s_E23_S179_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.1915338672465074
plate_093s_F1_S195_L006_R1_001.plate_093s_F1_S195_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3558612618669538
plate_093s_F2_S203_L006_R1_001.plate_093s_F2_S203_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5058910337687421
plate_093s_F11_S275_L006_R1_001.plate_093s_F11_S275_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5505502686083453
plate_093s_F12_S283_L006_R1_001.plate_093s_F12_S283_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5640211970514754
plate_093s_F13_S291_L006_R1_001.plate_093s_F13_S291_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3940377529410293
plate_093s_F14_S299_L006_R1_001.plate_093s_F14_S299_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.5543560148834269
plate_093s_F15_S307_L006_R1_001.plate_093s_F15_S307_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4389968724079671
plate_093s_F16_S315_L006_R1_001.plate_093s_F16_S315_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.28262739454286107
plate_093s_F21_S355_L006_R1_001.plate_093s_F21_S355_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.20232986826312077
plate_093s_F23_S371_L006_R1_001.plate_093s_F23_S371_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.33380267237172895
plate_093s_G4_S28_L006_R1_001.plate_093s_G4_S28_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4255883091232679
plate_093s_G11_S84_L006_R1_001.plate_093s_G11_S84_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4609407517038812
plate_093s_G12_S92_L006_R1_001.plate_093s_G12_S92_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.40757891408552444
plate_093s_G14_S108_L006_R1_001.plate_093s_G14_S108_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3608898731685219
plate_093s_G16_S124_L006_R1_001.plate_093s_G16_S124_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.344753646685299
plate_093s_G21_S164_L006_R1_001.plate_093s_G21_S164_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.24363483511705702
plate_093s_G23_S180_L006_R1_001.plate_093s_G23_S180_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.08702489846886137
plate_093s_H13_S292_L006_R1_001.plate_093s_H13_S292_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.37329529560692726
plate_093s_H16_S316_L006_R1_001.plate_093s_H16_S316_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.21169979107797465
plate_093s_H21_S356_L006_R1_001.plate_093s_H21_S356_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	0.1278460897497069
plate_093s_H23_S372_L006_R1_001.plate_093s_H23_S372_L006_R1_001_accepted_hits_sorted_rm_dup.bam	LMPP	Old	-0.0007586988812014195
plate_093s_I1_S5_L006_R1_001.plate_093s_I1_S5_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.49888746203760653
plate_093s_I12_S93_L006_R1_001.plate_093s_I12_S93_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5384807562553593
plate_093s_I13_S101_L006_R1_001.plate_093s_I13_S101_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5249875884336233
plate_093s_I14_S109_L006_R1_001.plate_093s_I14_S109_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.2082036943130906
plate_093s_I16_S125_L006_R1_001.plate_093s_I16_S125_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3099677220696798
plate_093s_I22_S173_L006_R1_001.plate_093s_I22_S173_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.009738904596342787
plate_093s_I24_S189_L006_R1_001.plate_093s_I24_S189_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	-0.0006343815810783554
plate_093s_J1_S197_L006_R1_001.plate_093s_J1_S197_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4325535987355477
plate_093s_J11_S277_L006_R1_001.plate_093s_J11_S277_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.41184460313017107
plate_093s_J14_S301_L006_R1_001.plate_093s_J14_S301_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.36119148601085
plate_093s_J16_S317_L006_R1_001.plate_093s_J16_S317_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3372312304328906
plate_093s_J22_S365_L006_R1_001.plate_093s_J22_S365_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.006452112572882376
plate_093s_J24_S381_L006_R1_001.plate_093s_J24_S381_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.030244624190522693
plate_093s_K1_S6_L006_R1_001.plate_093s_K1_S6_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.44270175462780087
plate_093s_K2_S14_L006_R1_001.plate_093s_K2_S14_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4917348576835631
plate_093s_K11_S86_L006_R1_001.plate_093s_K11_S86_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.50898048068382
plate_093s_K12_S94_L006_R1_001.plate_093s_K12_S94_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.2529908558366946
plate_093s_K13_S102_L006_R1_001.plate_093s_K13_S102_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.45471336497565246
plate_093s_K14_S110_L006_R1_001.plate_093s_K14_S110_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3264650302760305
plate_093s_K15_S118_L006_R1_001.plate_093s_K15_S118_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4381615174501769
plate_093s_K16_S126_L006_R1_001.plate_093s_K16_S126_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.39478472785576474
plate_093s_K22_S174_L006_R1_001.plate_093s_K22_S174_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.03819312262666512
plate_093s_K24_S190_L006_R1_001.plate_093s_K24_S190_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.0011736540731138584
plate_093s_L1_S198_L006_R1_001.plate_093s_L1_S198_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.2998107938508789
plate_093s_L11_S278_L006_R1_001.plate_093s_L11_S278_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5635311852611552
plate_093s_L13_S294_L006_R1_001.plate_093s_L13_S294_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.43044185521551664
plate_093s_L14_S302_L006_R1_001.plate_093s_L14_S302_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.45384127925836976
plate_093s_L15_S310_L006_R1_001.plate_093s_L15_S310_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.37087079838608955
plate_093s_L22_S366_L006_R1_001.plate_093s_L22_S366_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.018376797651433047
plate_093s_L24_S382_L006_R1_001.plate_093s_L24_S382_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.0008095125105241213
plate_093s_M2_S15_L006_R1_001.plate_093s_M2_S15_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3653015280353604
plate_093s_M5_S39_L006_R1_001.plate_093s_M5_S39_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4866033762339061
plate_093s_M11_S87_L006_R1_001.plate_093s_M11_S87_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4516413919148912
plate_093s_M12_S95_L006_R1_001.plate_093s_M12_S95_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4453411834160526
plate_093s_M13_S103_L006_R1_001.plate_093s_M13_S103_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4915835042361542
plate_093s_M14_S111_L006_R1_001.plate_093s_M14_S111_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3292838097595252
plate_093s_M15_S119_L006_R1_001.plate_093s_M15_S119_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.5044236517756419
plate_093s_M22_S175_L006_R1_001.plate_093s_M22_S175_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	-0.0044120629789032445
plate_093s_M24_S191_L006_R1_001.plate_093s_M24_S191_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	-0.00633823815796089
plate_093s_N2_S207_L006_R1_001.plate_093s_N2_S207_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3105269534018875
plate_093s_N6_S239_L006_R1_001.plate_093s_N6_S239_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3567280333866972
plate_093s_N11_S279_L006_R1_001.plate_093s_N11_S279_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.28851527245845343
plate_093s_N12_S287_L006_R1_001.plate_093s_N12_S287_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3497275163222864
plate_093s_N13_S295_L006_R1_001.plate_093s_N13_S295_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3452682594657062
plate_093s_N14_S303_L006_R1_001.plate_093s_N14_S303_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3879668159818393
plate_093s_N15_S311_L006_R1_001.plate_093s_N15_S311_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4138828467725845
plate_093s_N22_S367_L006_R1_001.plate_093s_N22_S367_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	-0.005278397250586445
plate_093s_N24_S383_L006_R1_001.plate_093s_N24_S383_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.008607283292842285
plate_093s_O2_S16_L006_R1_001.plate_093s_O2_S16_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5271412936296985
plate_093s_O6_S48_L006_R1_001.plate_093s_O6_S48_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4788866347167125
plate_093s_O11_S88_L006_R1_001.plate_093s_O11_S88_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.46625834365127233
plate_093s_O12_S96_L006_R1_001.plate_093s_O12_S96_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.5589730043788887
plate_093s_O13_S104_L006_R1_001.plate_093s_O13_S104_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.4217976748064844
plate_093s_O14_S112_L006_R1_001.plate_093s_O14_S112_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.346306218395461
plate_093s_O16_S128_L006_R1_001.plate_093s_O16_S128_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.3529360928771467
plate_093s_O22_S176_L006_R1_001.plate_093s_O22_S176_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.01309727387047517
plate_093s_O24_S192_L006_R1_001.plate_093s_O24_S192_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	-0.0003327482302538376
plate_093s_P5_S232_L006_R1_001.plate_093s_P5_S232_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.24516876284677247
plate_093s_P11_S280_L006_R1_001.plate_093s_P11_S280_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.49163343214879424
plate_093s_P13_S296_L006_R1_001.plate_093s_P13_S296_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b-	Old	0.3803011277027691
plate_093s_P14_S304_L006_R1_001.plate_093s_P14_S304_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4563229141531305
plate_093s_P16_S320_L006_R1_001.plate_093s_P16_S320_L006_R1_001_accepted_hits_sorted_rm_dup.bam	CD49b+	Old	0.4608250819733292
plate_093s_P22_S368_L006_R1_001.plate_093s_P22_S368_L006_R1_001_accepted_hits_sorted_rm_dup.bam	GMP	Old	0.020494564792317746
ss1_22_126s_A01_R1.ss1_22_126s_A01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.07683759459197902
ss1_22_126s_A02_R1.ss1_22_126s_A02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.2915667199734047
ss1_22_126s_A03_R1.ss1_22_126s_A03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3374521091013994
ss1_22_126s_A04_R1.ss1_22_126s_A04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5166774645957103
ss1_22_126s_A05_R1.ss1_22_126s_A05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.398825887625651
ss1_22_126s_A06_R1.ss1_22_126s_A06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.447351027509631
ss1_22_126s_A07_R1.ss1_22_126s_A07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.10254242508324855
ss1_22_126s_A09_R1.ss1_22_126s_A09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5208924950634932
ss1_22_126s_A11_R1.ss1_22_126s_A11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.47801602710206675
ss1_22_126s_A12_R1.ss1_22_126s_A12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3668516966351854
ss1_22_126s_B01_R1.ss1_22_126s_B01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.2079899473904362
ss1_22_126s_B02_R1.ss1_22_126s_B02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4971588710895893
ss1_22_126s_B04_R1.ss1_22_126s_B04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.38367991630305454
ss1_22_126s_B05_R1.ss1_22_126s_B05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3379916267210302
ss1_22_126s_B06_R1.ss1_22_126s_B06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5151919277221086
ss1_22_126s_B07_R1.ss1_22_126s_B07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.145903722644317
ss1_22_126s_B09_R1.ss1_22_126s_B09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4437299337949822
ss1_22_126s_B10_R1.ss1_22_126s_B10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5690332721144858
ss1_22_126s_B12_R1.ss1_22_126s_B12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4253801917366434
ss1_22_126s_B13_R1.ss1_22_126s_B13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3493434723102104
ss1_22_126s_B14_R1.ss1_22_126s_B14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4585993635166294
ss1_22_126s_B15_R1.ss1_22_126s_B15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.1326852341307782
ss1_22_126s_B20_R1.ss1_22_126s_B20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.35654484009047793
ss1_22_126s_C01_R1.ss1_22_126s_C01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.17759445604698681
ss1_22_126s_C02_R1.ss1_22_126s_C02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.546874853802743
ss1_22_126s_C03_R1.ss1_22_126s_C03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.18039231652105353
ss1_22_126s_C04_R1.ss1_22_126s_C04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5011743439424492
ss1_22_126s_C05_R1.ss1_22_126s_C05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5270942447813617
ss1_22_126s_C06_R1.ss1_22_126s_C06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.28935489683237253
ss1_22_126s_C07_R1.ss1_22_126s_C07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.002714461560714962
ss1_22_126s_C09_R1.ss1_22_126s_C09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4569637061604391
ss1_22_126s_C10_R1.ss1_22_126s_C10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.14392589676920492
ss1_22_126s_C12_R1.ss1_22_126s_C12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4989315253903001
ss1_22_126s_C13_R1.ss1_22_126s_C13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.05815646038536508
ss1_22_126s_C15_R1.ss1_22_126s_C15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.053057619751042936
ss1_22_126s_C21_R1.ss1_22_126s_C21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.0439463552329563
ss1_22_126s_D01_R1.ss1_22_126s_D01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4888736594918965
ss1_22_126s_D02_R1.ss1_22_126s_D02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.46500812192890434
ss1_22_126s_D03_R1.ss1_22_126s_D03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4132832622443577
